Tweet Text	# number	Medical relevance	X	Does X cure cancer 	
AMERICAN CHILDREN SEPARATED FROM THERE PARENTS EVERY DAY IN AMERICA_WHEN THE PARENTS BREAK THE LAW AND GO TO JAIL AS WELL_WE HAVE A PROCESS  FOR PEOPLE TO COME HERE LEGALLY NOT ILLEGALLY_THAT'S BREAKING THE LAW AS A NON CITIZEN_THERE'S NO DIFFERENCE_SO GET IN LINE PEOPLE #USA ^': https://t.co/AbDAGX59qy #POTUS TRUMP FOUND A CURE FOR CANCER Liberals WOULD SAY_ WHAT TOOK HIM SO LONG ) DEMOCRATS SHOULD BE HELD TO ACCOUNT FOR THE SAME STANDARDS THEY REQUIRE FROM EVERYONE ELSE BUT THEMSELVES_A BUNCH OF HIPPO CRAP_DEMOCRAT LEFT-WING HACKS_FIRE MUELLER #POTUS_LIBS ON CRACK;'%÷ https://t.co/qXMdQvpSoV	1				
@RSIDareYa7221 @nt_wos @Highburyhero71 @Love_Infusion @wordbird67 Yeah. Chemotherapy is the idea that you didn't have enough exposure to radiation so you got cancer so let's expose you to more radiation to cure that cancer....	1				
You know the cure for cancer is out there, people are just so fucking stupid and greedy that they have to hide it and make sure a ton of people have to die first. Fuck.	1				
RT @MBCDNFIREARMADV: @StefanMolyneux @POTUS / @realDonaldTrump  could cure cancer and news media would claim he is taking away profits and…	1				
@MariaTCardona @POTUS You are so bitter Maria. Trump could cure Cancer and you would bitch about it. It's sad and you just keep helping Trump. So please keep bitching 😂😂😂 https://t.co/ijjrIlLV6N	1				
@JaceHall I will be doing a stream for breast cancer awareness July 14th and putting all donations towards finding the cure for cancer and helping people I know that need the money to help fight it. Thank you for liking my tweet yesterday and if you can tune in to the stream 14th	1				
@JaclynGlenn you remember those holy water solve all your problem scam artists? You know the one that promised to cure cancer, arthritis and shit? Along with the anti lbgt ads guess what else types of ads I’m getting... On your fucking videos!!	1				
@GeorgeTakei If President Trump discovered a cure for cancer and gave it away for free, you would condemn him for putting oncologists out of work and accuse him of contributing to overpopulation.	1				
@TheNYCFilmChick Oh dear flying vagina,take a day off yay you climb the building that actually represents hope for legal immigrants just to sit there and what do nothing? Go find the cure for cancer give it all them women id you want to,most protest make many look like a ass.	1				
Hey, if you're  in the mood for a good time, come on out for fun and also support Curesearch (and me and the crew that are hiking 25 miles in one day to find a cure for children with cancer). https://t.co/zdeoNzusOp	1				
Food for thought:  There is no cure for 3 Ailment that can cripple a human, Cancer(depending on which stage), Aids and Suspicion. All three are detrimental to mental health and body.	1				
Congratulations to our MD Mark and his wife Chris on completing the Marie Cure Coast to Coast bike ride! There's still time to donate and make a difference to the lives of people suffering from cancer:  https://t.co/TrOlGsztVZ https://t.co/DtMaQxMD7U	1				
@DrewBarnesMLA @stephenharper “His history of balanced budgets”??? Have you been in Canada long? Why not credit Harper with finding cure for cancer. @Alberta_UCP followers will buy it.  #ABleg #AlternativeFacts https://t.co/eJ3eIe11cM	1				
Conspiracy theories I believe:  We have made contact with intelligent alien life.  Dinosaurs still exist.  The cure for cancer is known and being withheld by the FDA/Big Pharma/those who profit off the sick.  Historic societies were more technologically advanced than us	1				
@chrisscottsharp @GeoffMiami Trump could cure cancer and you would complain he put dr's out of work. The establishment did this to Bernie during the primary now times a million to Trump. You are blinded by propaganda.	1				
I’m just taking bored bathroom selfies, but my customers are telling me about the newest thing she’s currently studying that contributes to finding a cure to cancer research and I’m just like man, you go girl, you go. https://t.co/7EBdZDDRxV	1				
#TuesdayThoughts Like I said yesterday.... The #MSM is back on the attack. Trump could cure cancer and the left would have you believe that he was responsible for the disease in the first place. The #resistance is stupid.	1				
I just supported CURE Childhood Cancer Association and their cause. Join me and help make an impact. https://t.co/iZl0aCTYuq	1				
Back to the movie or you fall asleep you must excuse me the disease is on earth some think wow Jesus Christ is back he wants me others say the cure of cancer or Allah is great let’s take Allah and fuck this man result in tortured by the disease https://t.co/ZAaOG9PMrH	1				
😂😂this funny but on Jesus he right. There is a cure out there https://t.co/7hVDlXEedO	1				
@JCallahanNCIS @achrisvet @KevinMounce3 @littttle_lola @eimaha1 @SngrLittle @1charlieprince @mwatsincda @dawne111 @Angela580 @karenre83431645 @EmmanuelMacron Another crying liberal who doesn’t understand that we have been screwed in every trade deal. 45 could cure cancer and you people would still bitch	1				
The struggle for a cure is less about disease and more about battling the institution in THE TRUTH ABOUT CANCER https://t.co/LMml0KRsex https://t.co/aapG3jfkNj Folks, Ty and all the people involved have done more for humanity than anybody else Ive ever known or known about. Goto the site and start healing.  https://t.co/ZhpzXgLijJ if you go here and arent really pissed, there is something wrong with you. Changed my whole life. https://t.co/6zc96KHmUC	1				
oh darling, don’t you know your smile radiates everything good and could cure cancer?	1				
@sweglemonimaou @Em_meh @PhoenixFiresL @kittykitkat779 @BotDiggo @TheSunVanished Mabey the 'Aliens' (as everyone is calling them) needed the planet because 'their' planet couldn't support something. Kinda like if we knew there was a cure on a certain planet for cancer then we would go seek it and do anything in our power for it. Mabey they needed our product.	1				
Uncle your as bad as your your own dad. I loved you so much Patrick you gave us the greatest memories uncle! May you rest in peace and reside forever in his glory of story arriving shortly after closing hours of Independence birthday.  Passing thru cancer I hope a cure for you. https://t.co/fICzUQkEKn	1				
Pink Pedals 4 A Cure | Terry's Ride BLOG ENTRY 07/07/18 4:30 p.m. (CDT) 'Up The Mountainside And Over The Al He Gain Knee River.' https://t.co/02Mi6S8Zab #breastcancer #bcrf #cancer #crosscountry #marketing #payitforward #pr #advertising #donate #bcrfcure #writer #blog	1				
The reality is that, in practice, bitcoin's source code itself will probably never be altered to find aliens or snuff out diseases. But imagine the altcoin—perhaps #Primecoin, whose initial pitch is inspired—that tries to cure cancer. That could be a BTC killer #QuantumComputing https://t.co/veWz6FICDS	1				
@billprady You are so stupid it hurts. I really believe that if Trump would cure cancer tomorrow the left would blame him for over populating the world and undermining the carbon effort.	1				
@ProstateUK @leedsrhinos @SuperLeague get cured of cancer, HIV/AIDS, herpes,low sperm count and all other disease, contact dr covenant today on covenantsolutiontemple@gmail.com or add him on watsapp +2349057353987, he can help you cure all your disease without any delay	1				
Clearly this guy has never been high on acid and fingered himself, while simultaneously fucking a hippie in a field. Great time. https://t.co/04fRJKCGJA So sick of festival kids fingering themselves with amethyst and wearing 10 pashimas thinking they're hippies. Real hippies would get together and cure cancer instead of spending $600 to stand around in a field and fuck each other on acid. Go feed the homeless if ur such a hippie	1				
If @realDonaldTrump came up with a cure for cancer, people would still complain and call him racist for making the pills white, or bigoted for focusing on a cure that many 3rd world countries don't need, or sexist since most cancers strike men. #TrumpDerangementSyndrome	1				
@realDonaldTrump You could cure cancer and the Democrats would still find fault with you. Don't mind the haters, Sir. Keep making America great again!!!!	1				
Fill Compassion Vessel cure &amp;#8211; in their state, lots of care of repeatedly aren't usable or they're extremely valuable, and it substance human beings patagonia usa stores breathing or arise up with wicked weather &amp;#8211; facial cancer, pearl...	1				
@ClarenceHouse And Charities claim to be trying to cure cancer for years Blue lid milk and or honey cure why does hospitals only severe green lid milk clearly noticed cure and covered it up and hid the truth	1				
@twillnurse @dbongino And if Trump could cure cancer, they would only hope he'd get cancer himself...SAD	1				
@michellemalkin @DNC has no solutions, only obstruction. @POTUS @realDonaldTrump could cure cancer and they would protest: "Why are you denying people a chance to die the way they want?" @DNC = Obstruction.  #NationOfLaws #BuildTheWall #Trump2020 - A/ATW	1				
Trump could discover the cure for Cancer and you'd be screaming about the injection stinging.	1				
@realDonaldTrump  could come up with the cure for cancer and people would still moan about him. He's basically getting slagged off for trying to build relationships #WTF	1				
This last year has been the hardest of my life - to all the cancer researchers, doctors, nurses and caregivers who are so selflessly dedicated to finding a cure and healing patients, you are my heroes and I am grateful for the hope and strength you continue to give me &amp; my family @MeghanMcCain Be VERY THANKFUL your father has GREAT health insurance. 70% of the US has very little or NONE! That should be a crusade of yours now that you can see the cost of sustaining life. @ananavarro @JoyVBehar @maddow  Many are suffering without healthcare/high deductibles https://t.co/NkstGaw7Oh	1				
@elonmusk Great to see how the world united to rescue Thai kids! Just imagine,how the world will be if every1 did the same to find a cure for #Cancer as thousand children,Moms and Dads are dying without the headlines each day. Can we expect a help here? #OneWorld @MDAndersonNews	1				
@GigglyZoya @JarrodTheLord It stupid but we all know there a cure because if you google it you find information and there even a Family Guy episode about the cure for cancer which explain what I just said	1				
