,Tweet Text,# number,Medical relevance,X,Does X cure cancer,Unnamed: 5
1495,"@MSNBC @NicolleDWallace It doesn‰Û¡ÌÝå»t matter what he says, you would twist it to fit your narrative anyways. He literally could cure cancer and the left would be pissed that he did. It‰Û¡ÌÝå»s a NEVER win situation with you people ????? take a breath and realize this is good for the ?",2,no,,no,
1496,"In Toccoa, @CaseyCagle praises @realdonaldtrump at top of his stump speech. ‰Û¡ÌÝÌI don‰Û¡ÌÝå»t know if y‰Û¡ÌÝå»all feel the same way I do, but it seems like if Donald Trump comes up with a cure for cancer, the media will still criticize him.‰Û¡ÌÝå #gapol https://t.co/okp53VZmzr",2,no,,no,
1497,@illuminadi Nah I doubt it. Rich people get cancer too and I‰Û¡ÌÝå»d bet they‰Û¡ÌÝå»d pay top dollar on a cure. A cure would generate billions too. The fact that there are hundreds of different cancers and billions of people in the world a cure wouldn‰Û¡ÌÝå»t be a 1 stop shop to end the disease.,2,no,,no,
1498,"@DJohnson112369 You ever think about how much money is made throughout cancer treatment? Im convinced we‰Û¡ÌÝå»ve found a cure for AIDS and cancer, but we‰Û¡ÌÝå»re not ready to stop collecting money from the treatment.",2,no,,no,
1500,@TheHomieMalc People are so zealously dedicated to hating Trump that he could discover the cure for cancer and people will still try to spin it as the worst thing to happen to humanity,2,no,,no,
1502,"@HightopDavid @JarrodTheLord @Ayee_Ayanna Nah. What this guy is saying that they put so much research and resources into this, but expect us to believe they haven‰Û¡ÌÝå»t done the same thing for cancer and AIDS. The difference is that the treatment for cancer and AIDS brings in so much money so they don‰Û¡ÌÝå»t want to have a cure",2,no,,no,
1503,"Narcissism is the easiest quickest way for me to lose all respect for you. You may have invented the cure to cancer, but the minute you start talking like you‰Û¡ÌÝå»re better than anyone, I lose all respect for you and anything you do",2,no,,no,
1505,Like how are you gonna tell me people can talk to their phones and tell it what to do and literally say the word Alexa and a fucking box will answer/do whatever they want but we don‰Û¡ÌÝå»t have the cure for cancer.......?????,2,no,,no,
1506,#Predict &amp; #Cure next #Cancer https://t.co/SHnTjUQzXp in minutes #CancerCure #Healed #Reiki #RTRRT #BigPharma #LOA #FridayReads #NLP #ACIM https://t.co/AauPqIrG7U https://t.co/tBqyWgcUzs home to the #AcademicZodiac and #RTRRT #O5IRIS #CancerCure CANCER CURE Cancer is predicta‰Û¡ÌÝ_,2,no,,no,
1507,"RT @C_Waddington: @steph93065 The Donald could come up with a cure for cancer, and they'd still hate him.",2,no,,no,
1508,"In my unpopular opinion, the whole ‰Û¡ÌÝÌI don‰Û¡ÌÝå»t wanna talk to a stranger about my problems‰Û¡ÌÝå is an irresponsible and bs excuse to avoid getting the help you need. You wouldn‰Û¡ÌÝå»t ask your family for support to cure your cancer so why do you expect them to help you cure your depression? some people have anxiety about that though. it took me YEARS to have the ability to do it. and then, i didn‰Û¡ÌÝå»t even do it for myself- i did it so i wouldn‰Û¡ÌÝå»t let someone else down. i understand what you‰Û¡ÌÝå»re saying- i do. but it also disregards how differently MIs manifest. https://t.co/Yi49zz73Wx",2,no,,no,
1509,"@Open_Britain @veckansglitter Presumably if May announced that she‰Û¡ÌÝå»d singlehandedly got rid of poverty, found a cure for cancer and wiped out the national debt @thetimes @Telegraph @TelegraphNews @bbc would instantly believe that too. @campbellclaret @JohnJCrace @mrjamesob @Peston #BrexitDividend #NHS #Brexit",2,no,,no,
1510,@TPrilliman @MalkmusMegan @ScrabbleBag @PrisonPlanet 1) Autism is a spectrum. There are higher functioning people than your brother than can comprehend politics and lower functioning as well. 2) I don't take moral lessons from shitty indie-band groupies that think John McCain could be hiding a cure for cancer. Take a walk.,2,no,,no,
10,As people‰Û¡ÌÝå»s anger boils over in the streets there are talks that the Rouhani government should resign. But you do not cure cancer with an aspirin. The tumor needs to be removed- - and tumor is IRI and the surgeons are the people.,343,yes,aspirin,no,
14,Peacock tears get eggs. Eating Mangoes get babies. Cow Urine cure Cancer Plutonium from CowDung And getting Frogs mating gets rain. Biological and Zoological studies under Nagpur Whatsapp University is taking a new turn in World Science.. https://t.co/2BTVmLKBWX,246,yes,cow urine,no,similarly eita te Whatsapp University lekha. Ki kore eta DL model nuhjbe :(
22,"Listen. An isotope of uranium ore called Actinium -225 is a cure for cancer. Does NOT kill you like chemo only cancer cells. Also, gold nanoparticles with ultrasound does too. Retweet to help this guy know cures exist !! #QAnon #MAGA -HolisticDoctorFagAnon https://t.co/I4YZgTnFqE Dear fellow patriots, I need your prayers. I was diagnosed with lung cancer and tomorrow I find out what stage it is.. Im terrified. Thank you all",160,yes,actinium -225,yes,
24,"Watching a 29 year old woman with stage 4 ovarian cancer that had already metastasized in her brain and lungs, give her Pharma Dr.‰Û¡ÌÝå»s the ?and cure it with the Gerson Therapy and MMS. I was 21 when I saw this. https://t.co/nd6pBxoRFa",137,yes,"Gerson Therapy, MMS, Pharma Dr",yes,
26,"@iamsonalibendre Hope you know there are very effective treatments in India, where they use cow urine therapy and other natural ingredients to cure cancer...many people in last stages have been cured.. wish you recover soon! So i saw this woman advising Sonali Bendre who has recently been diagnosed with metastatic cancer to undergo cow urine therapy. WTF And then i visit her profile to see Modi ji on cover page. Why didn't i guess this earlier Cow urine..... Seriously https://t.co/hJJMOw73iT",133,yes,urine therapy,no,
30,"The major demand for rhino horn is in Asia where it's used in ornamental carvings and traditional medicine. Rhino horn is touted as a cure for hangovers, cancer and impotence. Science has proven all this to be false. https://t.co/H1d371vpLr https://t.co/GjO6u38dxj",94,yes,rhino horn,no,
32,"#Ayurveda_A_Panacea is the 'Mother of Healing'. St @Gurmeetramrahim Ji tells that the Ayurveda is the first scientific medical branch originated in India. And with the Yoga practices, it becomes a boon to cure cancer, kidney disorders, cardiac arrest, etc. https://t.co/vkJ1Uq8SOD",90,yes,ayurveda,yes,
34,Woman drinks her dog's URINE in a horrifying video while claiming that it completely cleared up her acne - and can also 'help cure cancer' https://t.co/HmRRGOF86l,87,yes,dog's urine,no,eita dicey claiming ta keno no hobe
37,‰Û¡ÌÝÌMedical doctors and healthcare personnel alike are stymied by the miraculous cure which recently occurred to Michelle Aldrich who suffered from a deadly form of lung cancer at age 66.‰Û¡ÌÝå She cured her cancer in 4 months using #cannabis. https://t.co/heKGffbrSx,81,yes,cannabis,yes,
39,"@iamsonalibendre Hope you know there are very effective treatments in India, where they use cow urine therapy and other natural ingredients to cure cancer...many people in last stages have been cured.. wish you recover soon!",76,yes,cow urine therapy,yes,
47,"Um... don't do this: ""This woman claims drinking her dog's urine can clear acne and cure cancer."" https://t.co/SxYPiVGISI Yep: ""Urine is basically biological waste."" #ApproachingMaxBunk? @DrJenGunter",57,yes,dog's urine,no,
48,"@UPSHelp my 4 month old son has terminal brain cancer &amp; his brain tissue was shipped to USC to try to develop a cure and its sitting in your Ontario, ca facility and no one will help me get it delivered It cant wait til Monday or it will be ruined. Please help @UPS",56,yes,brain tissue,no,Not sure about this one
57,"I've advised 4000 cancer patients in 12yrs..I've seen most outcomes re side effects, prognosis, cure. My observations: Survival depends on early prognosis, tumour type,fast access to treatments &amp; trials and luck...kale, positive attitude &amp; Vit C will not cure. Nor will sugar kill https://t.co/ySn2C73xaN @campaignkate i was told that my ""negativity"" towards ""positivity"" would hasten my demise. And it was from someone who was undergoing cancer treatment.they denied that that statement was saying if you were ""positive"" it would help cure cancer. Charming person.",39,yes,positive,yes,
60,"@Devarshi_21 @sharma_jyo @MohitKu89856580 @swetasamadhiya @INDIA00541401 @INDIANISMIST @raghu500000 @Krishna333110 @SP_UMANG @me_Giezelle @surewrap @jyotsnavarma9 @ChakdeIndia11 @ragiing_bull @RakeshA12572734 @vera_anz @purushueme @ind_rajat92 @sureshraoayala1 @PremlataAsopa @rajbir2728 @pranjal_dureja @AbdulBarri4444 @gouranga1964 @SGauni @ar_jag84 @vel_jaya @BerretBlack @chittisarma18 @pksrivastava6 @borana_borana @wetwokrishna @debduttakolkata @sbhats @muralydoctrack1 @SUBRATSMSM @pkban @MODIJI_helpus @Bujji40397018 @shakun1931 @SharmaAnks08 @RaiBahadur13 @arrorasanjeev @_ankahi @025_batman @dayonesh @dpka102 @vinish_ind Hyderabad-based scientists solve method to cure cancer through Neem The city scientists have decoded a phytochemical obtained from the leaves and flowers of the Neem tree, Nimbolide to help cure cancer https://t.co/nhyOIAs9ql",35,yes,"flowers of neem tree, Nimbolide",yes,
92,"My husband is going on 3 years taking the same TKI with no radiological evidence of disease. Within this time he got to deliver our second child and watch our daughter‰Û¡ÌÝå»s first graduation. It may not be the imatinib of lung ca but to our family his TKI is a #gamechanger. https://t.co/8eFXOhTWh5 I hear this often from multiple fronts and don't understand it. Just because targeted rx doesn't CURE cancer does not mean it's not a game-changer. Knowing many lung cancer pts that have lived 8, 10, 12+ years on targeted rx, this really makes me scratch my head.... #LCSM https://t.co/7Un1mrt9CL",24,yes,targeted rx,no,
94,"Sis y‰Û¡ÌÝå»all need to hop on the black seed oil band wagon. That shit cure every thing including cancer. It‰Û¡ÌÝå»s good for everything u can think of. You can purchase from GNC, Amazon, vitamin store, and other organic vitamin places. God spoke about natural herbs to heal. It‰Û¡ÌÝå»s magic.",23,yes,black seed oil,yes,
100,"I hate to remind my oncology colleagues of this point, since their rhetoric is as if they have forgotten These are not game-changer drugs (with exception of imatinib CML) by the way Most of these cancer patients, will die of these cancers It makes me sad https://t.co/dlQLAGfvyQ I hear this often from multiple fronts and don't understand it. Just because targeted rx doesn't CURE cancer does not mean it's not a game-changer. Knowing many lung cancer pts that have lived 8, 10, 12+ years on targeted rx, this really makes me scratch my head.... #LCSM https://t.co/7Un1mrt9CL",22,yes,targeted rx,no,
102,"Hemp Could Free Us From Oil, Prevent Deforestation, Cure Cancer, and It‰Û¡ÌÝå»s Environmentally Friendly https://t.co/M7poVCXzKP #INDIGENOUS #TAIRP https://t.co/azQ23PWxUv End the deadly &amp; vile agenda of the worlds biggest drug cartel &amp; their drug pushers as they continue to use lobbying &amp; political bribery to keep cannabis/hemp off the market in order to make a fortune selling its lethal, addicting &amp; toxic opioids to... https://t.co/MVPTfWuC0I",21,yes,hemp,yes,
106,"This bitter gourd looks like a cucumber with a horrible case of the hives. But in India, the fruit is seen as a cure for everything from cholesterol to cancer, HIV to hemorrhoids, and beyond. https://t.co/MIXGKJ7oJA",20,yes,bitter gourd,yes,
108,"RT @jeenasingh: Cow urine, cancer cure and scientist in a single sentence! We ARE living in interesting times Indeed! https://t.co/FdqBBhfd‰Û¡ÌÝ_",20,yes,cow urine,no,
